ID_PARLN_short,spessore,Vs,Acoord_Y,Acoord_X,DEM,Slope,Geologia,Roughness,Ruggedness,Topographic_position_index,Profile_curvature,Tangential_curvature,Aspect,Dx,Dy
057017L76,25,238.7581505,42.56669033,13.14939078,767.6859741,6.624381542,6,2.777099609,0.684074402,-0.206176758,-0.002019878,-0.003414532,358.4019165,0.116084896,-0.003238659
042017L13,25,286.5306122,43.34085185,12.89580093,327.4110107,3.423792124,6,1.682495117,0.002372742,6.10E-05,8.09E-07,8.12E-07,141.1079559,-0.046563808,0.037561573
042017L30,25,397.899453,43.33073164,12.91055725,374.1843872,6.199313641,6,2.795227051,0.30109787,0.03338623,0.00088779,-1.25E-05,65.29490662,0.045396909,0.098676853
055012L8,25,494.7911844,42.61940432,12.78448964,245.0505066,3.605460167,3,1.635101318,0.223573685,0.091766357,0.001885533,0.000549277,301.839447,0.033239264,-0.053527132
057033L31,25,353,42.61375218,13.07294346,971.1558838,1.674216866,3,0.705444336,0.019546509,-0.024719238,3.59E-06,-0.000661665,168.5773468,-0.028648723,0.005788387
044038L30,25,1010.781671,42.84077154,13.332183,885.6621094,23.04119873,6,11.63928223,0.559402466,-0.07019043,-0.000976744,-0.000570281,153.1470642,-0.379443198,0.192110822
043034L5,25,446.7084639,43.07582519,13.05287202,449.2905884,5.04880476,6,2.709106445,0.576301575,-0.039916992,-0.002216148,0.001173546,43.1476593,0.064454861,0.060416434
054035L2,25,346.8121409,42.79287242,13.09007505,598.432373,11.06030846,17,5.07800293,1.427726746,0.036804199,0.002392818,-0.001521422,241.7051697,-0.092652313,-0.172111243
057001L26,22.2,426.2817742,42.66388971,13.23237419,1031.921997,14.45993328,6,6.655029297,1.063735962,0.076416016,0.001017377,0.000886995,153.3897247,-0.230546281,0.115500711
043047L29,25,450.5964438,43.22908036,13.18356479,236.6286011,1.721321344,3,0.7578125,0.081724167,0.005477905,0.000148776,-2.90E-06,68.6452713,0.010942682,0.027987504
057001L28,22,573.1184549,42.65575042,13.19494249,1061.277954,1.235225558,10,1.343017578,0.853790283,-0.530029297,-0.006353656,-0.007774652,30.3742733,0.018601719,0.01090234
057001L29,14.3,388.6482082,42.65510222,13.19324102,1073.397949,5.830913544,10,2.843017578,0.249969482,0.041015625,1.69E-05,0.001069336,319.7367554,0.077923976,-0.065998442
043050L2,25,316.260421,43.1592339,12.97150451,469.0299988,1.009154558,3,0.491119385,0.062652588,-0.022399902,-0.000498625,-9.89E-05,47.71595383,0.011850948,0.013031309
057001L31,9.5,509.0875844,42.66158595,13.2064138,1079.781006,6.677772999,6,3.208984375,0.460479736,0.120849609,1.06E-05,0.003190772,303.5046997,0.064626135,-0.097622097
055005P14,25,217.3913043,42.58484334,12.76644809,228.3874054,2.666335106,12,1.135696411,0.116321564,-0.018600464,-0.000353566,-0.000141388,160.6755371,-0.043944292,0.01541014
057001L33,23.1,467.1664253,42.66862116,13.25729251,950.9960938,14.14995098,6,5.586608887,1.951255798,0.328308105,0.01306131,-0.005403256,357.2773438,0.25181368,-0.011975026
057001L34,23.9,363.5447211,42.69254304,13.25164298,742.5584717,6.33469677,6,2.249694824,0.017845154,-6.10E-05,9.54E-08,-2.32E-06,269.2348938,-0.00148237,-0.111000158
057001L35,14.1,565.0164017,42.69205989,13.24478375,745.0507813,1.6859653,6,1.211608887,0.382919312,-0.40222168,-0.006924512,-0.003792454,48.37533569,0.019550802,0.022001516
055027P1,25,489.447046,42.58463507,12.84439812,835.9937134,24.77315712,12,12.67462158,1.652839661,-0.155090332,0.001737098,-0.005863758,49.32239532,0.300791383,0.349978834
044073P10,25,299.4873791,42.870637,13.48132708,407.4725952,10.08649254,6,4.063995361,0.322116852,-0.058258057,-1.28E-05,-0.001516034,259.5218506,-0.032348927,-0.174911216
057001L38,21.5,426.8730407,42.66143379,13.20302619,1094.348022,3.894091606,10,5.099975586,3.056655884,2.514404297,0.016403604,0.050415594,25.59904861,0.061385218,0.029409613
057001L39,19.9,640.2513865,42.69205989,13.24478375,745.0507813,1.6859653,6,1.211608887,0.382919312,-0.40222168,-0.006924512,-0.003792454,48.37533569,0.019550802,0.022001516
043049L20,25.00000012,331.2041882,43.03681735,13.29491624,552.3687744,12.27374744,6,5.233520508,0.482093811,-0.057128906,-0.000961437,-0.000482253,16.36738014,0.20872958,0.061303344
109021L4,25.00000024,320.901293,43.02743666,13.57921675,475.2529907,7.783936977,17,3.864074707,0.6509552,0.273101807,0.003661441,0.003485553,315.3895874,0.097310752,-0.095996283
044001L22,14.9,644.6370689,42.79098633,13.43186193,355.6116028,8.680264473,12,4.289093018,0.267700195,-0.032623291,-0.000380326,-0.000471279,51.09513092,0.095876828,0.118800789
044001L23,14.4,543.845089,42.79203503,13.42887648,348.6939087,7.985617161,12,3.605804443,0.593914032,-0.294342041,0.00085811,-0.008647535,71.7069931,0.044030502,0.133190498
044001L24,17.5,958.6918207,42.79043899,13.42544443,327.8315125,9.567585945,12,4.663970947,1.687763214,0.024017334,-0.001529104,0.002204007,154.2898865,-0.15186204,0.073119298
044001L25,10.5,591.6540467,42.78262404,13.41836847,391.8070068,5.485142708,12,2.735687256,0.44940567,0.046264648,0.00023222,0.000993479,131.0272827,-0.063031614,0.072439902
044001L26,16.6,588.9382154,42.77976582,13.41615521,374.1628113,5.808562279,12,2.797515869,0.026630402,-3.05E-05,-6.18E-07,-4.89E-07,121.4880447,-0.05313224,0.086744554
044001L27,20.6,380.3385376,42.77859355,13.41995025,445.6105957,7.058952332,12,3.489105225,0.030609131,-0.039550781,4.85E-05,-0.001095491,131.7001343,-0.082371853,0.092451684
044001L28,24.5,355.2429969,42.77524368,13.41734618,464.500885,6.18174696,12,2.493499756,0.172214508,-0.056793213,4.87E-05,-0.001554833,80.71368408,0.017477544,0.106889084
044001L29,13.3,1129.768095,42.77901565,13.41530639,389.3479919,9.794726372,10,4.371490479,1.041519165,0.343505859,0.008345341,0.000432672,68.57787323,0.063050307,0.160702705
043049L22,25.00000048,311.9710922,43.0308448,13.29354732,543.2020264,9.553116798,6,3.71673584,0.475738525,0.17388916,4.96E-05,0.004522081,4.148721695,0.167847291,0.012174915
044001L31,23.1,1046.219019,42.76943741,13.40840036,375.8875122,50.76742935,12,28.76071167,6.113327026,-0.784881592,-0.000953466,-0.01085427,169.010376,-1.202158809,0.23345007
054043L30,25.50000048,581.9400573,42.86951871,13.06623979,753.4066162,28.62345505,10,15.3392334,1.342758179,0.354003906,-0.007951352,0.018604893,155.5078735,-0.496617556,0.22623919
054043L26,25.80000043,431.67787,42.88036056,13.03924503,524.1962891,13.71896267,12,6.229309082,2.63571167,-1.283081055,-0.027586957,-0.004007888,108.3059235,-0.076674305,0.231761307
044001L34,16.2,400.3594895,42.7398954,13.41388428,629.7932739,21.14154243,6,9.373840332,0.911262512,0.076660156,0.000653562,0.001154759,159.6548767,-0.362560362,0.134439811
044001L35,12.2,345.0310703,42.76342044,13.38450249,400.7261047,6.217029095,6,3.257324219,0.603019714,-0.07119751,-0.00076452,-0.001113978,246.6758575,-0.043129485,-0.100029536
044001L36,20.9,588.7133638,42.76277209,13.38514263,408.2232056,28.14450645,6,11.44638062,1.617713928,0.133300781,0.013183383,-0.013820704,92.679039,-0.02500307,0.534342408
054035L73,25.9000001,673.0384837,42.85343792,13.10240652,857.1179199,22.76317787,17,10.4296875,2.039573669,-0.368713379,-0.009253415,0.001816976,284.2929688,0.103588127,-0.406600803
044065L4,25.99999988,302.5620355,42.95975897,13.56719068,416.6700134,6.795948982,17,3.250091553,0.318492889,0.186523438,-9.25E-05,0.005031827,217.1779022,-0.094947197,-0.072011136
044001L38,17.5,328.4683489,42.7796826,13.42448237,439.8382874,11.24882221,12,4.770812988,0.179527283,-0.063293457,-0.00130885,-0.000295165,77.90692902,0.041666187,0.194470197
057009L17,26,401.370469,42.46313124,12.9053236,729.010376,9.549290657,16,3.764526367,0.376838684,0.166259766,0.00011487,0.004254794,185.3874817,-0.167476505,-0.015794279
054007L9,26,216.0644803,42.71999386,13.02685202,604.583313,1.397392869,3,0.547363281,0.143959045,-0.000976563,-2.17E-05,-4.16E-06,8.873762131,0.024100907,0.003762795
042017L17,26,588.7850467,43.34585273,12.92010596,309.1553955,1.366050601,3,0.583618164,0.081176758,-0.014648438,-0.000424614,3.34E-05,111.4947052,-0.008737437,0.022187291
057033L19,26,365,42.54187723,13.04351773,1036.723022,10.403512,3,5.091064453,0.068984985,-0.000366211,-6.02E-06,-2.98E-06,146.3617401,-0.152848125,0.101699218
109020L9,26,502.262241,43.01811967,13.53517874,553.5568237,17.40198326,16,8.426696777,1.710746765,0.138183594,0.003031945,0.000186691,246.4520721,-0.125211045,-0.287308306
067028L6,26,548.0025947,42.60257587,13.64410816,384.1510925,12.61166954,6,4.918304443,0.029308319,3.05E-05,5.67E-07,5.96E-07,83.9934082,0.023411984,0.222503856
067028L10,26,502.6982647,42.58321448,13.62901464,266.6083984,10.6704998,6,4.88671875,0.211288452,-0.00604248,-0.000155986,3.28E-06,292.1451416,0.071022525,-0.174512967
054035L9,26,446.0076749,42.79814656,13.08721036,612.4534302,4.189674854,17,1.929504395,0.0548172,-0.045471191,-0.00053406,-0.00067096,247.2127991,-0.028371017,-0.067534231
109002L9,17,399.5042462,42.97323611,13.34408295,487.1182861,10.22572422,6,5.118286133,0.443080902,-0.287078857,-0.000984194,-0.006517074,325.9186096,0.149401978,-0.101082005
109002L17,15.3,295.4947542,42.97866844,13.35611537,480.9906921,15.46938705,6,6.534118652,1.678962708,0.352874756,0.008933221,-0.000548325,353.3792114,0.274891108,-0.031907082
109002L18,11.9,308.0796586,42.97294604,13.35518869,463.5184937,1.957383156,3,0.886077881,7.63E-05,9.16E-05,1.08E-06,8.54E-07,21.44101524,0.031809535,0.012492296
043039L11,26,884.9581148,43.18078735,12.97589711,453.7434998,19.49666023,12,9.537200928,2.340820313,-0.244995117,-0.004104251,-0.001539388,211.9521484,-0.300397336,-0.187360406
057059L74,26,229.9538905,42.38149333,12.91105293,395.4598083,1.816274047,3,1.084014893,0.353935242,-0.068908691,-0.001244947,-0.000590275,65.22822571,0.013286398,0.028791636
054058L3,26,339.2508263,42.76885598,12.86383193,315.479187,3.290384531,3,1.963500977,0.480342865,-0.242584229,-0.007134069,0.000699816,322.4425659,0.045573909,-0.035042744
054058L8,26,412.672468,42.80131186,12.86346118,775.8480225,9.546826363,10,4.746398926,0.077507019,0.011047363,-2.10E-05,0.000311256,228.504425,-0.111427218,-0.125965133
067018P52,26,800,42.54016457,13.67542954,419.7069092,0.554794669,6,0.221405029,0.038974762,-3.05E-05,-3.25E-07,-8.17E-08,351.0589905,0.009565215,-0.001504889
043036P22,26,336.4530892,43.22173463,13.467197,262.3952942,11.25722218,17,4.406494141,0.444278717,-3.05E-05,-0.000235068,0.000243285,83.42715454,0.022782948,0.197727934
054043P41,26.0999999,426.7027414,42.8791636,13.04296844,542.4353027,5.784913063,10,2.867004395,0.066963196,0.01159668,0.000110193,0.000195938,228.2012939,-0.067522213,-0.075522922
057001L30,26.4,569.8912551,42.66144947,13.20459972,1082.703979,26.28769302,6,10.88000488,2.287612915,0.372070313,0.005683814,0.001823326,277.6390381,0.06566067,-0.489560068
057017L75,26.50000012,481.7008835,42.56354458,13.14865539,774.3348999,2.062979221,3,1.041320801,0.361763,0.164855957,0.000726136,0.0036674,338.7584534,0.033572663,-0.013050001
057017L51,26.53999972,518.683785,42.62003115,13.15902924,1027.723022,9.849884987,6,4.944091797,1.331352234,0.260009766,0.003169432,0.003566645,214.0953064,-0.143775374,-0.097326078
054035L54,26.5999997,396.1400138,42.78465834,13.08998535,589.5999756,1.545189261,3,0.719787598,0.019981384,0.006164551,0.000158545,5.46E-06,116.4677429,-0.012022225,0.02414689
109015L14,26.5999999,826.9430038,42.91478376,13.39389523,723.0756226,13.63751602,6,6.498901367,1.337203979,0.051086426,0.000946992,0.000322143,156.0968933,-0.221800059,0.098302633
109017L5,26.60000008,376.2309292,43.11234092,13.56967047,150.1959076,0.448381841,3,0.18939209,0.009664536,0.000701904,-1.89E-07,1.88E-05,283.984314,0.001891109,-0.007593682
043016L6,26.69999981,414.3123581,43.24908136,12.94085781,484.0150146,14.32484341,12,7.255096436,0.707630157,-0.062866211,-0.000566618,-0.001019806,313.7155762,0.17646572,-0.184560433
057059P418,26.82000065,726.2502159,42.40590625,12.8539814,389.2544861,1.345607638,3,0.542602539,0.110851288,0.054229736,0.000176037,0.00126976,77.1264267,0.005233307,0.022898346
109015L9,26.9000001,462.4832847,42.92554226,13.34256751,763.550415,1.187802911,6,1.918212891,0.858314514,0.760070801,0.003856191,0.016405072,145.8278656,-0.017153682,0.011645438
043007L11,27,235.019662,43.13529986,13.07037496,606.7404175,9.842479706,6,4.764953613,0.309204102,0.025268555,6.08E-05,0.000600462,328.7758179,0.148356006,-0.089933239
057003L4,20,370.3942224,42.40310049,13.07794731,747.5319214,28.23297882,6,13.32971191,2.743614197,1.999633789,0.028557032,0.010190722,209.5804443,-0.466931999,-0.265043586
057003L5,15.4,404.9099158,42.40797846,13.07079877,511.9746094,16.90640259,12,8.62890625,0.275787354,-0.126098633,-0.00026227,-0.002929959,140.4132996,-0.234228924,0.193679422
057003L6,20.5,399.1955667,42.41595527,13.07763974,475.467804,7.614919662,12,3.620117188,0.85969162,-0.593933105,-0.010638243,-0.004869871,286.3170471,0.037560109,-0.1283039
057003L7,19.2,352.2002244,42.41484317,13.08113742,480.280304,3.526745796,3,1.521606445,0.331787109,0.037322998,0.000937843,5.22E-05,115.5932159,-0.026622387,0.055582095
043008L7,27,438.8437579,43.13403327,13.2692253,358.7453918,9.609039307,17,4.582519531,0.624084473,0.221588135,0.002643473,0.003106561,137.2859039,-0.124387465,0.114838101
054007L8,27,352.120383,42.71727883,13.03182298,608.7836914,0.92413187,3,0.329223633,0.005584717,-0.002075195,-3.48E-05,-1.95E-05,180.0270996,-0.016129833,-7.63E-06
067012L22,27,705.9449813,42.48353281,13.71459819,595.0526123,29.24621582,16,12.09002686,2.645561218,0.274719238,0.011356292,-0.008524428,167.6484985,-0.546952486,0.119770095
054010L15,27,504.810837,42.77227087,12.93559789,768.4011841,27.18456841,12,13.43139648,0.891304016,0.104736328,0.002897476,-0.001176954,195.9359436,-0.493828297,-0.14100562
042017L20,27,312.5981323,43.34570055,12.90634241,316.1252136,2.709153175,3,1.287017822,4.20E-05,3.05E-05,2.03E-07,2.03E-07,330.9067078,0.041346904,-0.023007065
042017L26,27,612.2490299,43.34742697,12.92845433,317.2047119,4.159888268,3,1.952209473,0.327503204,0.039916992,0.001218409,-0.00016364,34.60909271,0.059858978,0.041307967
042017L28,27,270.7330229,43.33246444,12.89018224,405.5899048,13.5367384,10,6.092590332,1.005222321,0.116943359,-0.000404867,0.003460559,290.9804993,0.086199842,-0.224786937
057003L15,22.2,477.1764822,42.41090252,13.06903208,467.78479,0.973916471,17,0.575592041,0.24590683,0.137176514,0.000417652,0.003239958,111.5369415,-0.006240373,0.015812207
057003L16,20,517.5278242,42.41115862,13.07247557,469.5138855,8.140605927,17,3.841003418,0.568283081,-0.18371582,-0.003703137,-0.001070727,145.6987915,-0.118161969,0.080608271
067026L13,27,385.4978321,42.49590596,13.69067531,525.9865723,6.198625088,6,3.281494141,3.001174927,0.399780273,0.001725989,0.008853117,137.5700073,-0.080162413,0.07327532
044005L2,17.91999984,276.6419431,42.89656813,13.66066097,208.295105,2.929700851,17,1.227005005,0.054800034,-0.059112549,-0.000260924,-0.001312531,76.2011795,0.012206092,0.049698722
044005L3,15.75,199.2493001,42.89660753,13.66867025,155.0308075,7.311882973,16,3.112991333,0.273159027,-0.187316895,-0.001649917,-0.00327729,284.0413818,0.03113072,-0.124475308
044005L4,24.3900001,279.5477287,42.89867138,13.6580188,199.6797943,10.40054131,17,4.634506226,0.608261108,-0.27432251,-0.006680208,-0.000289847,345.3590088,0.177576348,-0.046390828
054058L2,27,741.9421488,42.76788368,12.86143316,324.6783142,14.36196136,12,6.746276855,1.690036774,-0.042755127,-0.000248593,-0.000839108,334.8985901,0.231856987,-0.108616754
054058L11,27,454.1335275,42.75453868,12.86724441,498.6223145,11.98201275,10,4.766296387,0.443462372,0.165771484,0.003599324,0.00056333,189.1774292,-0.209502041,-0.033847224
043010P104,27,396.8765572,42.89439343,13.15479376,735.805481,7.784995556,12,3.769470215,0.673500061,-0.018920898,-0.004888324,0.004479912,284.5223694,0.034281425,-0.132343262
043009P285,27,359.6620974,43.2089617,13.05473418,313.7471008,1.405074477,3,0.699584961,0.233642578,0.058868408,-0.000113442,0.001682314,240.3786774,-0.012122932,-0.021321742
109036L8,27.00000012,400.7240933,42.99083334,13.51271682,300.1813965,1.484473467,3,0.662109375,0.182945251,-0.121734619,-0.002284384,-0.000959393,102.3615646,-0.005547634,0.025313035
057017L49,27.00000048,597.683125,42.61799203,13.15934538,999.6870117,10.01467133,6,4.957702637,0.106338501,0.362060547,0.000828772,0.008654636,225.4003906,-0.12398807,-0.125733197
109039L5,27.09999967,270.6320535,42.99423798,13.42331707,551.3345947,11.31574535,17,5.808105469,1.066497803,0.060668945,0.001217309,0.000318752,219.0149689,-0.155471832,-0.125965893
043022P119,27.11999989,336.6406652,43.16476426,13.41576376,400.9173889,9.323583603,6,4.630584717,0.565078735,0.097595215,0.003134626,-0.000651498,298.9715271,0.079521172,-0.14362821
109039L6,27.30000019,259.1909619,42.98842063,13.43379381,562.1115723,8.878294945,17,4.318115234,0.831985474,0.169433594,0.000521173,0.003930074,242.3368683,-0.072520159,-0.138346806
057017L50,27.5,507.7792717,42.61785702,13.15991023,999.626709,7.55796957,6,3.071899414,0.601974487,-0.098144531,-0.00419035,0.001669662,259.0770569,-0.025140779,-0.130273417
054043L27,27.80000019,439.3584455,42.8795215,13.04125517,528.2061768,5.506736755,10,2.249023438,0.31085968,0.124450684,0.000534995,0.002763153,179.4064331,-0.096398287,0.000998682
054010L4,28,612.7476081,42.82246879,12.92190292,594.5784912,19.78277588,12,8.369995117,2.152397156,-0.23828125,-0.001917086,-0.003812268,280.0697021,0.062886663,-0.35412845
044034L1,28,175.3530927,42.97548027,13.58154191,414.0163879,7.268522739,17,2.971191406,0.135738373,-0.023498535,6.02E-05,-0.00068288,78.87615204,0.024606347,0.125143826
067028L3,28,526.462783,42.58295356,13.63961024,239.4848022,9.704563141,6,4.180999756,0.130899429,0.014404297,0.000143291,0.000231377,285.369812,0.045325574,-0.164892733
054035L37,28,648.2847446,42.75647589,13.14662351,788.7800293,2.675478458,17,1.205078125,0.326072693,0.22076416,4.27E-05,0.005836905,170.2150879,-0.046048068,0.007941389
067034L14,28,427.3590454,42.52377195,13.55453964,1042.991943,12.85417747,6,5.701904297,0.559890747,-0.267578125,-0.000147344,-0.006800997,105.775116,-0.062033705,0.219586402
054047L2,28,610.2281107,42.71802304,12.83270173,297.2131958,8.912908554,3,3.867401123,0.498897552,0.024261475,1.43E-05,0.000624944,253.3321075,-0.044979967,-0.150231794
067041L1,28,391.4578968,42.68370445,13.76082864,179.8300934,5.16133976,3,2.549499512,0.002187729,0.00050354,-4.29E-06,1.81E-05,311.3247986,0.059642881,-0.067830823
054058L1,28,509.6,42.76891646,12.86272985,320.3222046,8.345815659,3,3.963623047,1.110946655,-0.388000488,-0.007932015,-0.002134729,301.6119995,0.076892503,-0.124928303
044006P207,28,421.3569396,42.75321793,13.27465788,718.9110718,17.46457481,3,8.713989258,0.639732361,-0.247436523,-0.003457943,-0.002495736,316.4142761,0.227882892,-0.21690163
054010P63,28,340.2388562,42.82798129,12.93542026,405.1643982,29.83856392,12,13.84909058,4.871200562,0.620300293,0.010298891,0.000661279,280.5887146,0.105398938,-0.563808501
043024P302,28,350.7343589,43.25756694,13.01384988,346.0663147,9.017446518,3,3.649810791,0.347431183,-0.034729004,-0.000326025,-0.000579709,257.9779358,-0.033053491,-0.155210331
043027P62,28,451.9916143,42.99333274,13.0016524,649.3773193,0.884126842,12,0.454284668,0.108978271,-0.012939453,0.000126159,-0.000471196,32.88811874,0.012958338,0.008379314
057051P1,28,959.7033207,42.50272282,12.88495544,735.0515137,27.32228279,12,14.4944458,0.522483826,0.213562012,0.000489042,0.00444073,230.5222931,-0.328448296,-0.39875555
057059L80,28.29999995,581.1285268,42.42649911,12.93320115,651.065979,9.750981331,16,5.481018066,2.377159119,1.442871094,0.020634031,0.016674869,196.7806549,-0.164523974,-0.049612131
057001L25,29,644.2161205,42.6975806,13.2407093,901.8839111,12.81121159,6,6.392089844,0.857063293,0.104553223,0.003005099,-0.000441866,207.6371155,-0.201445892,-0.105479561
043007L7,29,240.0879883,43.14733586,13.05742808,462.0281982,8.379160881,6,3.786315918,0.28546524,-0.09677124,-0.000334485,-0.002210534,162.2697449,-0.140292987,0.04485485
054010L13,29,547.2671638,42.77225464,12.93569622,772.961792,27.4946022,12,13.4574585,0.807060242,-0.40612793,-0.006839084,-0.000915396,200.6120758,-0.487107635,-0.183208898
057002P71,29,415,42.67047374,13.27317812,857.5927734,6.289661407,6,2.784606934,0.240989685,-0.143493652,-0.000166074,-0.003634108,198.3721313,-0.104595952,-0.034737952
057009P4,29,497.0597242,42.4681677,12.90250396,595.4959717,8.181502342,12,3.240905762,0.128204346,0.000427246,1.82E-06,8.01E-06,262.15625,-0.019620229,-0.142422393
067012P97,29,496.6354292,42.50632682,13.69948902,551.2080078,8.857664108,3,4.037658691,0.286811829,0.459289551,0.0023651,0.009679837,78.94541931,0.02988009,0.152941748
054010P37,29,340.9473628,42.81403815,12.91485883,357.8782959,2.318160295,3,0.987213135,0.057258606,0.013702393,1.54E-06,0.000363453,344.8500671,0.039072994,-0.010579237
043024P303,29,333.5360651,43.25785834,13.01403752,350.8781128,6.67854023,3,2.834381104,0.281482697,-0.058990479,0.000285131,-0.00185069,252.9065552,-0.03441608,-0.111916825
043025P101,29,409.2805447,43.18649776,13.48122163,294.6553955,6.025520325,17,3.203399658,0.614871979,0.194946289,0.001454566,0.003699327,327.5731812,0.089092486,-0.056598324
067041P396,29,358.9372367,42.69530891,13.80025048,129.625,4.716281891,3,2.305107117,0.862600327,0.270645142,0.006167897,0.000982876,24.63856888,0.074986607,0.034392629
066008L10,29.5,388.7617345,42.44959844,13.27922327,766.565918,4.375080109,3,1.590454102,0.039299011,-0.027954102,-0.000335902,-0.000404373,268.3027954,-0.002265897,-0.076472014
044064L2,29.5,644.1653835,42.86913976,13.46427341,312.8731995,7.190254688,6,3.411499023,0.617103577,0.013885498,0.000165351,0.000199173,62.17689896,0.058880523,0.111567788
057001L13,30,624.4244454,42.69579662,13.25654482,749.7501221,5.538487911,3,2.854614258,0.447486877,-0.150390625,-0.003744033,-0.000211976,225.9068756,-0.067469575,-0.069639936
057001L14,30,615.3026144,42.69551712,13.25711421,751.3966064,6.807697296,3,3.203796387,0.379890442,0.12298584,0.000871676,0.002371484,233.4622498,-0.071069829,-0.09591312
057001L15,30,566.7035704,42.69437803,13.25741465,745.2805786,5.220491409,3,2.353149414,0.002944946,0.004699707,2.36E-06,0.000122828,249.3175659,-0.032268818,-0.085476175
057001L16,30,448.6646884,42.70452968,13.26293036,843.1428833,4.822466373,6,1.947998047,0.056755066,-0.020141602,5.85E-06,-0.000540691,189.4655609,-0.083214886,-0.013873971
057001L17,30,448.6646884,42.70420385,13.26341563,846.7183228,4.882000923,6,1.960449219,0.092506409,0.002502441,5.01E-05,1.68E-05,170.346344,-0.084200591,0.014322577
057001L19,30,698.9334382,42.73403437,13.26911871,699.944397,7.253709316,3,3.616638184,1.031562805,-0.115112305,-0.008617936,0.005711999,153.3981934,-0.113802977,0.056992762
057001L20,30,650.7379923,42.69630912,13.24352868,890.5042114,9.691580772,6,5.643005371,1.459480286,1.056152344,0.013858887,0.0134991,178.9512329,-0.170745656,0.003125744
057001L21,30,647.1595331,42.69595377,13.24325791,880.0977173,15.21124077,6,7.350952148,0.776000977,-0.418945313,-0.00720003,-0.003047702,207.0238342,-0.242206872,-0.123537473
057001L22,30,652.5423729,42.69671736,13.24372472,882.2681274,13.05370998,6,5.288452148,0.262084961,-0.007507324,-0.000135815,-5.09E-05,99.19589233,-0.037051618,0.228867501
057001L23,30,658.4030418,42.69647358,13.24368276,888.2608032,9.436392784,6,3.801269531,0.469474792,0.112976074,0.002944172,-5.36E-05,96.58283997,-0.01905261,0.165099874
057001L24,30,624.3983402,42.69775669,13.24103396,907.6514282,13.58457565,6,6.73638916,0.975082397,-0.246032715,-0.003406354,-0.002772017,213.2597961,-0.202049375,-0.132518739
057001L27,30,1068.014206,42.66219337,13.2147422,1063.883057,20.32221603,6,8.876098633,0.713562012,-0.015258789,-3.05E-05,-0.000348048,257.0110168,-0.083238535,-0.360862106
057001L32,30,817.6939825,42.67977849,13.22561376,1082.61499,20.14059448,6,9.08203125,0.28477478,-0.081420898,-0.000189419,-0.0018224,163.9471741,-0.352434754,0.101410829
057001L36,30,326,42.72145775,13.2957757,1070.697021,7.878800869,6,2.894042969,0.091491699,-0.048706055,-0.000326752,-0.000953528,89.54385376,0.001101669,0.138375029
057001L37,30,713.3878417,42.66609649,13.23532563,1029.22998,9.269260406,6,4.552001953,0.243011475,-0.123046875,-0.002124016,-0.001056924,324.0987854,0.132195652,-0.095697977
044001L17,30,619.5244055,42.76881915,13.40991957,404.4403992,11.98854637,12,5.010772705,0.219409943,-0.060302734,-0.000137709,-0.001428675,169.5931244,-0.208845153,0.03835617
044001L19,30,517.0263789,42.76835479,13.40955255,396.0364075,12.94616604,12,6.627105713,0.757068634,0.07522583,-0.000666498,0.002656903,227.6365662,-0.15489316,-0.169847235
